#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_007795.1	2317831	2318139	-	16830703	-	SAOUHSC_02512a	YP_008530243.1	102	-	30S ribosomal protein S10
chr	NC_007795.1	2318496	2318885	+	3920889	-	SAOUHSC_02515	YP_500980.1	129	-	hypothetical protein SAOUHSC_02515
chr	NC_007795.1	2319077	2320255	-	3920890	-	SAOUHSC_02516	YP_500981.1	392	-	hypothetical protein SAOUHSC_02516
chr	NC_007795.1	2320524	2322659	-	3920891	-	SAOUHSC_02517	YP_500982.1	711	-	DNA topoisomerase III
chr	NC_007795.1	2322685	2322780	-	3921109	-	SAOUHSC_02518	YP_500983.1	31	-	hypothetical protein SAOUHSC_02518
chr	NC_007795.1	2322846	2323733	+	3921110	-	SAOUHSC_02519	YP_500984.1	295	-	hypothetical protein SAOUHSC_02519
chr	NC_007795.1	2323914	2324777	+	3921111	-	SAOUHSC_02520	YP_500985.1	287	-	sugar transporter
chr	NC_007795.1	2324894	2325025	-	3921112	-	SAOUHSC_02521	YP_500986.1	43	-	hypothetical protein SAOUHSC_02521
chr	NC_007795.1	2325196	2326086	-	3921113	-	SAOUHSC_02522	YP_500987.1	296	-	hypothetical protein SAOUHSC_02522
chr	NC_007795.1	2326237	2326401	+	3921114	-	SAOUHSC_02523	YP_500988.1	54	-	hypothetical protein SAOUHSC_02523
chr	NC_007795.1	2326646	2326963	+	3921115	-	SAOUHSC_02524	YP_500989.1	105	-	hypothetical protein SAOUHSC_02524
chr	NC_007795.1	2327150	2330317	-	3921116	-	SAOUHSC_02525	YP_500990.1	1055	-	hypothetical protein SAOUHSC_02525
chr	NC_007795.1	2330434	2331699	-	3921117	-	SAOUHSC_02527	YP_500991.1	421	-	peptidoglycan pentaglycine interpeptide biosynthesis protein FmhB
chr	NC_007795.1	2332088	2332339	+	3921118	-	SAOUHSC_02528	YP_500992.1	83	-	hypothetical protein SAOUHSC_02528
chr	NC_007795.1	2332331	2333095	-	3921119	-	SAOUHSC_02529	YP_500993.1	254	-	hypothetical protein SAOUHSC_02529
chr	NC_007795.1	2333257	2333697	+	3921120	-	SAOUHSC_02530	YP_500994.1	146	-	hypothetical protein SAOUHSC_02530
chr	NC_007795.1	2333690	2334901	+	3921121	-	SAOUHSC_02531	YP_500995.1	403	-	hypothetical protein SAOUHSC_02531
chr	NC_007795.1	2335005	2335355	-	3921122	-	SAOUHSC_02532	YP_500996.1	116	-	hypothetical protein SAOUHSC_02532
chr	NC_007795.1	2335481	2335651	+	3921123	-	SAOUHSC_02533	YP_500997.1	56	-	hypothetical protein SAOUHSC_02533
chr	NC_007795.1	2335708	2335851	-	3921124	-	SAOUHSC_02534	YP_500998.1	47	-	hypothetical protein SAOUHSC_02534
chr	NC_007795.1	2335823	2335942	-	3921125	-	SAOUHSC_02535	YP_500999.1	39	-	hypothetical protein SAOUHSC_02535
chr	NC_007795.1	2336046	2337068	-	3921126	-	SAOUHSC_02536	YP_501000.1	340	-	molybdenum cofactor biosynthesis protein A
chr	NC_007795.1	2337088	2337687	-	3921127	mobA	SAOUHSC_02537	YP_501001.1	199	-	molybdopterin-guanine dinucleotide biosynthesis protein MobA
chr	NC_007795.1	2337694	2337927	-	3921128	-	SAOUHSC_02538	YP_501002.1	77	-	molybdopterin converting factor subunit 1
chr	NC_007795.1	2337933	2338379	-	3921129	-	SAOUHSC_02540	YP_501003.1	148	-	molybdopterin converting factor moa
chr	NC_007795.1	2338393	2338878	-	3921130	-	SAOUHSC_02541	YP_501004.1	161	-	molybdopterin-guanine dinucleotide biosynthesis protein MobB
chr	NC_007795.1	2338875	2340134	-	3921131	-	SAOUHSC_02542	YP_501005.1	419	-	molybdopterin biosynthesis protein MoeA
chr	NC_007795.1	2340197	2340691	+	3921132	moaC	SAOUHSC_02543	YP_501006.1	164	-	molybdenum cofactor biosynthesis protein MoaC
chr	NC_007795.1	2340693	2341199	-	3921133	-	SAOUHSC_02544	YP_501007.1	168	-	molybdopterin precursor biosynthesis MoaB
chr	NC_007795.1	2341230	2342234	-	3921134	-	SAOUHSC_02545	YP_501008.1	334	-	hypothetical protein SAOUHSC_02545
chr	NC_007795.1	2342404	2343009	-	3921135	-	SAOUHSC_02546	YP_501009.1	201	-	molybdenum transport ATP-binding protein ModC
chr	NC_007795.1	2343010	2343681	-	3921136	-	SAOUHSC_02547	YP_501010.1	223	-	molybdenum ABC transporter permease
chr	NC_007795.1	2343695	2344477	-	3921137	-	SAOUHSC_02549	YP_501011.1	260	-	molybdenum ABC transporter substrate-binding protein
chr	NC_007795.1	2344767	2345564	+	3921138	-	SAOUHSC_02550	YP_501012.1	265	-	formate dehydrogenase accessory protein
chr	NC_007795.1	2345736	2346506	-	3921139	-	SAOUHSC_02551	YP_501013.1	256	-	hypothetical protein SAOUHSC_02551
chr	NC_007795.1	2346578	2347132	-	3921140	-	SAOUHSC_02552	YP_501014.1	184	-	hypothetical protein SAOUHSC_02552
chr	NC_007795.1	2347253	2348194	-	3921141	-	SAOUHSC_02553	YP_501015.1	313	-	hypothetical protein SAOUHSC_02553
chr	NC_007795.1	2348593	2349501	-	3921142	-	SAOUHSC_02554	YP_501016.1	302	-	hypothetical protein SAOUHSC_02554
chr	NC_007795.1	2351097	2351987	-	3921145	-	SAOUHSC_02557	YP_501019.1	296	-	urea transporter
chr	NC_007795.1	2352262	2352564	+	3921146	ureA	SAOUHSC_02558	YP_501020.1	100	-	urease subunit gamma
chr	NC_007795.1	2352578	2352988	+	3921147	ureB	SAOUHSC_02559	YP_501021.1	136	-	urease subunit beta
chr	NC_007795.1	2352985	2354700	+	3921558	ureC	SAOUHSC_02561	YP_501022.1	571	-	urease subunit alpha
chr	NC_007795.1	2354713	2355165	+	3921559	ureE	SAOUHSC_02562	YP_501023.1	150	-	urease accessory protein UreE
chr	NC_007795.1	2355158	2355847	+	3921560	-	SAOUHSC_02563	YP_501024.1	229	-	urease accessory protein UreF
chr	NC_007795.1	2355860	2356474	+	3921561	-	SAOUHSC_02564	YP_501025.1	204	-	urease accessory protein UreG
chr	NC_007795.1	2356474	2357310	+	3921562	-	SAOUHSC_02565	YP_501026.1	278	-	urease accessory protein UreD
chr	NC_007795.1	2357499	2357846	-	3921563	-	SAOUHSC_02566	YP_501027.1	115	-	hypothetical protein SAOUHSC_02566
chr	NC_007795.1	2358274	2358600	-	3921565	-	SAOUHSC_02568	YP_501029.1	108	-	hypothetical protein SAOUHSC_02568
chr	NC_007795.1	2358664	2359407	-	3921566	-	SAOUHSC_02569	YP_501030.1	247	-	hypothetical protein SAOUHSC_02569
chr	NC_007795.1	2359433	2361388	-	3921567	-	SAOUHSC_02570	YP_501031.1	651	-	hypothetical protein SAOUHSC_02570
chr	NC_007795.1	2361998	2362801	+	3921568	-	SAOUHSC_02571	YP_501032.1	267	-	secretory antigen
chr	NC_007795.1	2362818	2363060	-	3921569	-	SAOUHSC_02572	YP_501033.1	80	-	hypothetical protein SAOUHSC_02572
chr	NC_007795.1	2363234	2364634	-	3921570	-	SAOUHSC_02573	YP_501034.1	466	-	Na+/H+ antiporter NhaC
chr	NC_007795.1	2364729	2365811	-	3921571	-	SAOUHSC_02574	YP_501035.1	360	-	hypothetical protein SAOUHSC_02574
chr	NC_007795.1	2366059	2366481	+	3921572	-	SAOUHSC_02575	YP_501036.1	140	-	hypothetical protein SAOUHSC_02575
chr	NC_007795.1	2366718	2367218	+	3921573	-	SAOUHSC_02576	YP_501037.1	166	-	secretory antigen SsaA
chr	NC_007795.1	2367580	2368533	+	3921574	-	SAOUHSC_02577	YP_501039.1	317	-	D-isomer specific 2-hydroxyacid dehydrogenase NAD binding domain-containing protein
chr	NC_007795.1	2368625	2369749	-	3921575	-	SAOUHSC_02579	YP_501040.1	374	-	hypothetical protein SAOUHSC_02579
chr	NC_007795.1	2370060	2370698	-	3921576	-	SAOUHSC_02580	YP_501041.1	212	-	N-acetylmuramoyl-L-alanine amidase
chr	NC_007795.1	2370858	2371091	-	3921705	-	SAOUHSC_A02450	YP_501042.1	77	-	hypothetical protein SAOUHSC_A02450
chr	NC_007795.1	2371319	2371792	-	3921577	-	SAOUHSC_02581	YP_501043.1	157	-	hypothetical protein SAOUHSC_02581
chr	NC_007795.1	2371792	2374746	-	3921578	-	SAOUHSC_02582	YP_501044.1	984	-	formate dehydrogenase subunit alpha
chr	NC_007795.1	2375348	2376271	-	3921579	-	SAOUHSC_02583	YP_501045.1	307	-	transcriptional regulator
chr	NC_007795.1	2376428	2377225	-	3921580	-	SAOUHSC_02584	YP_501046.1	265	-	hypothetical protein SAOUHSC_02584
chr	NC_007795.1	2377610	2378302	+	3921581	-	SAOUHSC_02585	YP_501047.1	230	-	hypothetical protein SAOUHSC_02585
chr	NC_007795.1	2378949	2379686	-	3921583	-	SAOUHSC_02587	YP_501049.1	245	-	hypothetical protein SAOUHSC_02587
chr	NC_007795.1	2379735	2380064	+	3921584	-	SAOUHSC_02588	YP_501050.2	109	-	hypothetical protein SAOUHSC_02588
chr	NC_007795.1	2380509	2381381	+	3921585	-	SAOUHSC_02589	YP_501051.1	290	-	hypothetical protein SAOUHSC_02589
chr	NC_007795.1	2381768	2383147	-	3921586	-	SAOUHSC_02590	YP_501052.1	459	-	hypothetical protein SAOUHSC_02590
chr	NC_007795.1	2383427	2383783	+	3921587	-	SAOUHSC_02591	YP_501053.1	118	-	hypothetical protein SAOUHSC_02591
chr	NC_007795.1	2383780	2383965	+	3921588	-	SAOUHSC_02592	YP_501054.1	61	-	hypothetical protein SAOUHSC_02592
chr	NC_007795.1	2384061	2384252	-	3921589	-	SAOUHSC_02593	YP_501055.1	63	-	hypothetical protein SAOUHSC_02593
chr	NC_007795.1	2384263	2384898	-	3921590	-	SAOUHSC_02594	YP_501056.1	211	-	hypothetical protein SAOUHSC_02594
chr	NC_007795.1	2384973	2385890	-	3921591	-	SAOUHSC_02595	YP_501057.1	305	-	hypothetical protein SAOUHSC_02595
chr	NC_007795.1	2386157	2386687	+	3921592	-	SAOUHSC_02596	YP_501058.1	176	-	hypothetical protein SAOUHSC_02596
chr	NC_007795.1	2386753	2388357	-	3921593	-	SAOUHSC_02597	YP_501059.1	534	-	PTS system transporter
chr	NC_007795.1	2388687	2389451	+	3921594	-	SAOUHSC_02599	YP_501060.1	254	-	hex regulon repressor
chr	NC_007795.1	2389509	2390015	-	3921595	-	SAOUHSC_02600	YP_501061.1	168	-	hypothetical protein SAOUHSC_02600
chr	NC_007795.1	2391720	2392289	-	3921381	-	SAOUHSC_02603	YP_501064.1	189	-	hypothetical protein SAOUHSC_02603
chr	NC_007795.1	2392776	2393657	-	3921382	-	SAOUHSC_02604	YP_501065.1	293	-	hypothetical protein SAOUHSC_02604
chr	NC_007795.1	2393768	2394889	-	3921383	-	SAOUHSC_02605	YP_501066.1	373	-	hypothetical protein SAOUHSC_02605
chr	NC_007795.1	2395166	2396404	-	3921384	-	SAOUHSC_02606	YP_501067.1	412	-	imidazolonepropionase
chr	NC_007795.1	2396404	2398065	-	3921385	-	SAOUHSC_02607	YP_501068.1	553	-	urocanate hydratase
chr	NC_007795.1	2398225	2399109	+	3921386	-	SAOUHSC_02608	YP_501069.1	294	-	hypothetical protein SAOUHSC_02608
chr	NC_007795.1	2399531	2399950	+	3921387	-	SAOUHSC_02609	YP_501070.1	139	-	fosfomycin resistance protein FosB
chr	NC_007795.1	2400206	2401141	-	3921388	-	SAOUHSC_02610	YP_501071.1	311	-	formimidoylglutamase
chr	NC_007795.1	2401431	2402690	+	3921389	-	SAOUHSC_02611	YP_501072.1	419	-	hypothetical protein SAOUHSC_02611
chr	NC_007795.1	2402756	2403442	-	3921390	-	SAOUHSC_02612	YP_501073.1	228	-	ribose-5-phosphate isomerase A
chr	NC_007795.1	2403616	2404269	+	3921391	-	SAOUHSC_02613	YP_501074.1	217	-	hypothetical protein SAOUHSC_02613
chr	NC_007795.1	2404505	2405524	-	3921392	-	SAOUHSC_02614	YP_501076.1	339	-	aldose 1-epimerase
chr	NC_007795.1	2405554	2405880	-	3921393	-	SAOUHSC_02615	YP_501077.1	108	-	hypothetical protein SAOUHSC_02615
chr	NC_007795.1	2405929	2406114	-	3921394	-	SAOUHSC_02616	YP_501078.1	61	-	hypothetical protein SAOUHSC_02616
chr	NC_007795.1	2406098	2407330	-	3921395	-	SAOUHSC_02618	YP_501079.1	410	-	hypothetical protein SAOUHSC_02618
chr	NC_007795.1	2407323	2408222	-	3921396	-	SAOUHSC_02619	YP_501080.1	299	-	hypothetical protein SAOUHSC_02619
chr	NC_007795.1	2408453	2409100	-	3921397	-	SAOUHSC_02620	YP_501081.1	215	-	hypothetical protein SAOUHSC_02620
chr	NC_007795.1	2409499	2410107	+	3921398	-	SAOUHSC_02621	YP_501082.1	202	-	DNA-3-methyladenine glycosylase
chr	NC_007795.1	2410444	2411652	+	3921399	-	SAOUHSC_02622	YP_501083.1	402	-	sodium/glutamate symporter
chr	NC_007795.1	2411700	2412749	-	3921400	-	SAOUHSC_02623	YP_501084.1	349	-	isopentenyl pyrophosphate isomerase
chr	NC_007795.1	2412780	2413727	-	3921401	-	SAOUHSC_02624	YP_501085.1	315	-	hypothetical protein SAOUHSC_02624
chr	NC_007795.1	2413824	2414315	+	3921402	-	SAOUHSC_02625	YP_501086.1	163	-	hypothetical protein SAOUHSC_02625
chr	NC_007795.1	2414312	2414731	+	3921403	-	SAOUHSC_02626	YP_501087.1	139	-	hypothetical protein SAOUHSC_02626
chr	NC_007795.1	2414839	2415741	-	3921404	-	SAOUHSC_02627	YP_501088.1	300	-	hypothetical protein SAOUHSC_02627
chr	NC_007795.1	2415967	2416605	+	3921405	-	SAOUHSC_02628	YP_501089.1	212	-	hypothetical protein SAOUHSC_02628
chr	NC_007795.1	2416851	2418782	-	3921406	-	SAOUHSC_02629	YP_501090.1	643	-	EmrB/QacA family drug resistance transporter
chr	NC_007795.1	2418795	2419442	-	3921407	-	SAOUHSC_02630	YP_501091.1	215	-	hypothetical protein SAOUHSC_02630
chr	NC_007795.1	2419563	2420114	+	3921408	-	SAOUHSC_02631	YP_501092.1	183	-	hypothetical protein SAOUHSC_02631
chr	NC_007795.1	2421661	2421789	-	3921411	-	SAOUHSC_02634	YP_501095.1	42	-	hypothetical protein SAOUHSC_02634
chr	NC_007795.1	2421820	2423202	-	3921412	-	SAOUHSC_02635	YP_501096.1	460	-	hypothetical protein SAOUHSC_02635
chr	NC_007795.1	2424092	2425060	+	3921415	-	SAOUHSC_02638	YP_501100.1	322	-	hypothetical protein SAOUHSC_02638
chr	NC_007795.1	2426131	2426796	-	3921417	-	SAOUHSC_02640	YP_501103.1	221	-	hypothetical protein SAOUHSC_02640
chr	NC_007795.1	2426796	2427851	-	3921418	-	SAOUHSC_02641	YP_501104.1	351	-	permease domain-containing protein
chr	NC_007795.1	2427987	2428661	+	3921205	-	SAOUHSC_02643	YP_501105.1	224	-	DNA-binding response regulator
chr	NC_007795.1	2428654	2430027	+	3921206	-	SAOUHSC_02644	YP_501106.1	457	-	sensor histidine kinase
chr	NC_007795.1	2430190	2430633	+	3921207	-	SAOUHSC_02645	YP_501107.1	147	-	hypothetical protein SAOUHSC_02645
chr	NC_007795.1	2430630	2431085	+	3921208	-	SAOUHSC_02646	YP_501108.1	151	-	hypothetical protein SAOUHSC_02646
chr	NC_007795.1	2431151	2432629	-	3921209	-	SAOUHSC_02647	YP_501109.1	492	-	malate:quinone oxidoreductase
chr	NC_007795.1	2433010	2434608	-	3921210	-	SAOUHSC_02648	YP_501110.1	532	-	L-lactate permease
chr	NC_007795.1	2434925	2436598	+	3921211	-	SAOUHSC_02649	YP_501111.1	557	-	hypothetical protein SAOUHSC_02649
chr	NC_007795.1	2436751	2437380	-	3921212	-	SAOUHSC_02650	YP_501112.1	209	-	hypothetical protein SAOUHSC_02650
chr	NC_007795.1	2437694	2438209	-	3921213	-	SAOUHSC_02651	YP_501113.1	171	-	hypothetical protein SAOUHSC_02651
chr	NC_007795.1	2438502	2439404	+	3921214	-	SAOUHSC_02652	YP_501114.1	300	-	hypothetical protein SAOUHSC_02652
chr	NC_007795.1	2439450	2439785	-	3921215	-	SAOUHSC_02653	YP_501115.1	111	-	hypothetical protein SAOUHSC_02653
chr	NC_007795.1	2439887	2440921	-	3921216	-	SAOUHSC_02654	YP_501116.1	344	-	hypothetical protein SAOUHSC_02654
chr	NC_007795.1	2440932	2441048	-	3921217	-	SAOUHSC_02655	YP_501117.1	38	-	hypothetical protein SAOUHSC_02655
chr	NC_007795.1	2441153	2441584	-	3921218	-	SAOUHSC_02656	YP_501118.1	143	-	hypothetical protein SAOUHSC_02656
chr	NC_007795.1	2441636	2441728	+	3921219	-	SAOUHSC_02657	YP_501119.1	30	-	hypothetical protein SAOUHSC_02657
chr	NC_007795.1	2441791	2443068	-	3921220	-	SAOUHSC_02658	YP_501120.1	425	-	hypothetical protein SAOUHSC_02658
chr	NC_007795.1	2443229	2443852	+	3921221	-	SAOUHSC_02659	YP_501121.1	207	-	hypothetical protein SAOUHSC_02659
chr	NC_007795.1	2443898	2444842	+	3921222	-	SAOUHSC_02660	YP_501122.1	314	-	hypothetical protein SAOUHSC_02660
chr	NC_007795.1	2444928	2446178	-	3921223	-	SAOUHSC_02661	YP_501123.1	416	-	PTS system sucrose-specific transporter subunit IIBC
chr	NC_007795.1	2446156	2446371	-	3921224	-	SAOUHSC_02662	YP_501124.1	71	-	PTS system sucrose-specific transporter subunit IIBC, partial
chr	NC_007795.1	2446555	2446938	+	3921225	-	SAOUHSC_02663	YP_501125.2	127	-	hypothetical protein SAOUHSC_02663
chr	NC_007795.1	2448426	2450531	+	3921226	-	SAOUHSC_02664	YP_501126.1	701	-	transcriptional regulator
chr	NC_007795.1	2450602	2451024	+	3921227	-	SAOUHSC_02665	YP_501127.1	140	-	hypothetical protein SAOUHSC_02665
chr	NC_007795.1	2451289	2451645	+	3921228	-	SAOUHSC_02666	YP_501128.1	118	-	hypothetical protein SAOUHSC_02666
chr	NC_007795.1	2452049	2453326	-	3921229	-	SAOUHSC_02667	YP_501129.1	425	-	hypothetical protein SAOUHSC_02667
chr	NC_007795.1	2453508	2453873	-	3921230	-	SAOUHSC_02668	YP_501130.1	121	-	hypothetical protein SAOUHSC_02668
chr	NC_007795.1	2454271	2454717	+	3921231	-	SAOUHSC_02669	YP_501131.1	148	-	hypothetical protein SAOUHSC_02669
chr	NC_007795.1	2454933	2455361	+	3921232	-	SAOUHSC_02670	YP_501132.1	142	-	hypothetical protein SAOUHSC_02670
chr	NC_007795.1	2455468	2456637	-	3921233	-	SAOUHSC_02671	YP_501133.1	389	-	hypothetical protein SAOUHSC_02671
chr	NC_007795.1	2457900	2458640	+	3921236	-	SAOUHSC_02674	YP_501136.1	246	-	hypothetical protein SAOUHSC_02674
chr	NC_007795.1	2458898	2459500	-	3921237	-	SAOUHSC_02675	YP_501137.1	200	-	hypothetical protein SAOUHSC_02675
chr	NC_007795.1	2459574	2460608	-	3921238	-	SAOUHSC_02676	YP_501138.1	344	-	hypothetical protein SAOUHSC_02676
chr	NC_007795.1	2460632	2461084	-	3921239	-	SAOUHSC_02677	YP_501139.1	150	-	hypothetical protein SAOUHSC_02677
chr	NC_007795.1	2461104	2461781	-	3921240	-	SAOUHSC_02678	YP_501140.1	225	-	respiratory nitrate reductase subunit gamma
chr	NC_007795.1	2461774	2462364	-	3921241	-	SAOUHSC_02679	YP_501141.1	196	-	respiratory nitrate reductase subunit delta
chr	NC_007795.1	2462342	2463787	-	3921242	-	SAOUHSC_02680	YP_501142.1	481	-	nitrate reductase subunit beta
chr	NC_007795.1	2463891	2467580	-	3921243	-	SAOUHSC_02681	YP_501143.1	1229	-	nitrate reductase subunit alpha
chr	NC_007795.1	2467889	2468866	-	3919701	-	SAOUHSC_02682	YP_501144.1	325	-	uroporphyrin-III C-methyltransferase
chr	NC_007795.1	2468857	2469171	-	3919702	-	SAOUHSC_02683	YP_501145.1	104	-	assimilatory nitrite reductase
chr	NC_007795.1	2469175	2471580	-	3919703	-	SAOUHSC_02684	YP_501146.1	801	-	assimilatory nitrite reductase
chr	NC_007795.1	2471646	2472377	-	3919704	-	SAOUHSC_02685	YP_501147.1	243	-	hypothetical protein SAOUHSC_02685
chr	NC_007795.1	2472607	2473143	-	3919705	-	SAOUHSC_02686	YP_501148.1	178	-	hypothetical protein SAOUHSC_02686
chr	NC_007795.1	2473376	2474200	-	3919706	-	SAOUHSC_02687	YP_501149.1	274	-	formate/nitrite transporter
chr	NC_007795.1	2474417	2474599	-	3919707	-	SAOUHSC_02688	YP_501150.1	60	-	hypothetical protein SAOUHSC_02688
chr	NC_007795.1	2474683	2475150	-	3919708	-	SAOUHSC_02689	YP_501151.1	155	-	hypothetical protein SAOUHSC_02689
chr	NC_007795.1	2475336	2476886	-	3919709	-	SAOUHSC_02690	YP_501152.1	516	-	hypothetical protein SAOUHSC_02690
chr	NC_007795.1	2477181	2477447	-	3919710	-	SAOUHSC_02691	YP_501153.1	88	-	hypothetical protein SAOUHSC_02691
chr	NC_007795.1	2477447	2477698	-	3919711	-	SAOUHSC_02692	YP_501154.1	83	-	hypothetical protein SAOUHSC_02692
chr	NC_007795.1	2477863	2477964	-	3919712	-	SAOUHSC_02693	YP_501155.1	33	-	hypothetical protein SAOUHSC_02693
chr	NC_007795.1	2477971	2478570	-	3919713	-	SAOUHSC_02694	YP_501156.1	199	-	hypothetical protein SAOUHSC_02694
chr	NC_007795.1	2478589	2478939	-	3919714	-	SAOUHSC_02695	YP_501157.1	116	-	hypothetical protein SAOUHSC_02695
chr	NC_007795.1	2479206	2480456	+	3919715	-	SAOUHSC_02696	YP_501158.1	416	-	methicillin resistance determinant protein FmhA
chr	NC_007795.1	2480553	2481284	-	3919716	-	SAOUHSC_02697	YP_501159.1	243	-	amino acid ABC transporter ATP-binding protein
chr	NC_007795.1	2481281	2482000	-	3919717	-	SAOUHSC_02698	YP_501160.1	239	-	amino acid ABC transporter permease
chr	NC_007795.1	2481981	2482760	-	3919718	-	SAOUHSC_02699	YP_501161.1	259	-	hypothetical protein SAOUHSC_02699
chr	NC_007795.1	2482881	2484239	-	3919719	-	SAOUHSC_02700	YP_501162.1	452	-	hypothetical protein SAOUHSC_02700
chr	NC_007795.1	2484250	2484393	-	3919720	-	SAOUHSC_02701	YP_501163.1	47	-	hypothetical protein SAOUHSC_02701
chr	NC_007795.1	2484494	2484598	+	3919721	-	SAOUHSC_02702	YP_501164.1	34	-	hypothetical protein SAOUHSC_02702
chr	NC_007795.1	2484752	2485438	-	3919722	gpmA	SAOUHSC_02703	YP_501165.1	228	-	phosphoglyceromutase
chr	NC_007795.1	2485765	2486631	-	3919723	-	SAOUHSC_02704	YP_501166.1	288	-	hypothetical protein SAOUHSC_02704
chr	NC_007795.1	2487184	2487288	-	3919724	-	SAOUHSC_02705	YP_501167.1	34	-	hypothetical protein SAOUHSC_02705
chr	NC_007795.1	2487383	2488693	+	3919725	-	SAOUHSC_02706	YP_501168.1	436	-	immunoglobulin G-binding protein Sbi
chr	NC_007795.1	2489229	2490158	+	3919727	-	SAOUHSC_02708	YP_501170.1	309	-	gamma-hemolysin h-gamma-II subunit
chr	NC_007795.1	2490726	2491673	+	3919728	-	SAOUHSC_02709	YP_501171.1	315	-	leukocidin s subunit
chr	NC_007795.1	2491675	2492652	+	3919729	-	SAOUHSC_02710	YP_501172.1	325	-	leukocidin f subunit
chr	NC_007795.1	2492704	2493171	-	3919730	-	SAOUHSC_02711	YP_501173.1	155	-	hypothetical protein SAOUHSC_02711
chr	NC_007795.1	2493182	2493874	-	3919731	-	SAOUHSC_02712	YP_501174.1	230	-	6-carboxyhexanoate--CoA ligase
chr	NC_007795.1	2493885	2495000	-	3919732	-	SAOUHSC_02713	YP_501175.1	371	-	hypothetical protein SAOUHSC_02713
chr	NC_007795.1	2494978	2495985	-	3919733	-	SAOUHSC_02714	YP_501176.1	335	-	biotin synthase
chr	NC_007795.1	2495987	2497345	-	3919734	-	SAOUHSC_02715	YP_501177.1	452	-	adenosylmethionine-8-amino-7-oxononanoate aminotransferase
chr	NC_007795.1	2497323	2498009	-	3919735	-	SAOUHSC_02716	YP_501178.1	228	-	dethiobiotin synthase
chr	NC_007795.1	2498063	2498230	-	3921709	-	SAOUHSC_A02577	YP_501179.1	55	-	hypothetical protein SAOUHSC_A02577
chr	NC_007795.1	2498230	2498373	-	3919736	-	SAOUHSC_02717	YP_501180.1	47	-	hypothetical protein SAOUHSC_02717
chr	NC_007795.1	2498461	2500194	-	3919737	-	SAOUHSC_02718	YP_501181.1	577	-	hypothetical protein SAOUHSC_02718
chr	NC_007795.1	2500219	2501982	-	3919738	-	SAOUHSC_02719	YP_501182.1	587	-	hypothetical protein SAOUHSC_02719
chr	NC_007795.1	2502476	2502583	-	3919739	-	SAOUHSC_02720	YP_501183.1	35	-	hypothetical protein SAOUHSC_02720
chr	NC_007795.1	2502610	2502717	-	3921597	-	SAOUHSC_02721	YP_501184.1	35	-	hypothetical protein SAOUHSC_02721
chr	NC_007795.1	2502851	2503237	-	3921598	-	SAOUHSC_02722	YP_501185.1	128	-	hypothetical protein SAOUHSC_02722
chr	NC_007795.1	2503505	2504647	+	3921599	-	SAOUHSC_02723	YP_501186.1	380	-	glycerate kinase
chr	NC_007795.1	2504707	2505366	+	3921600	-	SAOUHSC_02724	YP_501187.1	219	-	hypothetical protein SAOUHSC_02724
chr	NC_007795.1	2505548	2506759	+	3921601	-	SAOUHSC_02725	YP_501188.1	403	-	hypothetical protein SAOUHSC_02725
chr	NC_007795.1	2506882	2507355	-	3921602	-	SAOUHSC_02726	YP_501189.1	157	-	hypothetical protein SAOUHSC_02726
chr	NC_007795.1	2507555	2508124	+	3921603	-	SAOUHSC_02727	YP_501190.1	189	-	hypothetical protein SAOUHSC_02727
chr	NC_007795.1	2508187	2508993	-	3921604	-	SAOUHSC_02728	YP_501191.1	268	-	hypothetical protein SAOUHSC_02728
chr	NC_007795.1	2509280	2510689	+	3921605	-	SAOUHSC_02729	YP_501192.1	469	-	amino acid ABC transporter-like protein
chr	NC_007795.1	2510827	2512905	+	3921606	-	SAOUHSC_02731	YP_501193.1	692	-	hypothetical protein SAOUHSC_02731
